Activity,Complexity,Tag
1.55185365072268e-07,0.141573465002292,0
4.15154496528313e-09,0.0853566562059911,0
1.20132060574763e-08,0.090673685398159,0
5.95767281806224e-09,0.0902301477685262,0
4.93902914370991e-09,0.0911568547381578,0
6.48340834725674e-09,0.0923813119297057,0
2.1463513583205e-08,0.109329241093223,0
1.18709540599837e-08,0.10255990800774,0
1.3401928748382e-07,0.140854248367236,0
3.79205526700429e-06,0.320969066910993,0
1.2968231753719e-05,0.577922765522707,0
3.07129288341288e-05,0.228394944767696,0
0.000305151288864654,0.134219111617031,0
0.000664261759856102,0.137206083066753,0
0.00116143880427103,0.0924844722593198,0
0.00173930962887085,0.0981872033956329,0
0.00288799162080817,0.0875355939930999,0
0.0029734320169017,0.0433828027463068,0
0.00265601476343276,0.0279806004680798,0
0.00277354389832521,0.0245678041411365,0
0.00218866117931206,0.0177445761359999,0
0.00179426688769417,0.0152528804761947,0
0.00186161627782544,0.017199959862447,0
0.00208138407425551,0.0193093088792286,0
0.0023963833795017,0.0254095272311614,0
0.00277224383307262,0.0282339603023755,0
0.00223142349122434,0.0303639596671474,0
0.00186357943198806,0.0353447596731946,0
0.0017971091252548,0.0694702322025022,0
0.000702828052536763,0.0703415775356983,0
0.000543045348116146,0.0856357954307367,0
0.000552290942458522,0.0793057382280905,1
0.000689762646130718,0.0782024977095912,1
0.000699396787007053,0.0646983238181829,1
0.000656788960391016,0.0630976669211968,1
0.000565211608949272,0.0519102798584112,1
0.000464222947297535,0.0470371100404619,1
0.000471400994406508,0.0832095551084651,1
0.000348791006496655,0.0679760456886316,1
0.000317532849008868,0.0616776240262823,1
0.000410737446043506,0.0741178821769057,1
0.000407631668129943,0.0788315521084127,1
0.000166846452173951,0.053445959527386,1
0.000129408461924902,0.0608876830572967,1
0.000372355876658859,0.028744596223452,1
0.0018798358032449,0.0461277691380664,1
0.00193396571102142,0.0291229944354699,1
0.00199398214348363,0.0301129089562998,1
0.00205203343100133,0.0258362050962528,1
0.0020925676720105,0.0247235802737397,1
0.00191189870316219,0.022958574700881,1
0.00188545865825767,0.0227110052789601,1
0.00260776284211344,0.023552746233457,1
0.00403997259983383,0.0213566662235481,1
0.00400042983174577,0.0201494290721086,1
0.00398746121688156,0.0178079914411802,1
0.00406682854891783,0.0185633452352157,1
0.0032218730186274,0.0143006357834717,1
0.0030151340345257,0.0129549078019723,1
0.00275265459400715,0.0112683644331375,1
0.0023985905351334,0.00925584173506222,1
0.00240506563156215,0.0090979540107628,1
0.00229377108239888,0.0107300232776082,1
0.00173288179343004,0.0115663004094466,1
0.00115392889021529,0.0114928270428409,1
0.00148292952227494,0.0169337438074033,1
0.00314885698063394,0.0357109842573876,1
0.00267989459070856,0.029715541773954,1
0.00345550895508095,0.0335877754513519,1
0.00334147584643745,0.0282310872705605,1
