Activity,Complexity,Tag
8.00001751486988e-07,0.308809931848843,0
2.45889529182e-07,0.210960256337309,0
2.23559849751894e-07,0.211380676568849,0
2.29923927489383e-07,0.205705037056314,0
2.11404823751273e-07,0.202023034461456,0
1.41526318107397e-07,0.184317878749175,0
1.41769281921427e-07,0.189718777872338,0
1.36069056719289e-07,0.182562971521905,0
2.22757219931462e-07,0.219732936679968,0
1.96290113233451e-07,0.213256859916406,0
2.33750866473203e-07,0.237695136542612,0
2.31390409845165e-07,0.229269363600864,0
2.24463973407683e-07,0.223486192155935,0
1.81015291012095e-07,0.21703597124185,0
1.75131134124655e-07,0.204252272304798,0
1.92704066760899e-07,0.199428732578003,0
1.94499679125628e-07,0.204001837743925,0
1.8171974108159e-07,0.205000145527262,0
1.00400187499294e-07,0.174670499111266,0
1.07838649979642e-07,0.175378253904739,0
5.94463892810227e-08,0.155865101028708,0
3.90150588326603e-08,0.154518810761426,0
3.86291751280241e-08,0.151832886758522,0
9.17630621103418e-08,0.170803162688122,0
9.02458328368796e-08,0.172696169142214,0
4.30201298540465e-08,0.156884655805838,0
1.77179238296122e-07,0.216162015728085,0
2.94890545762491e-07,0.243660997240987,0
2.93383673002842e-07,0.250260499944376,0
2.55254303231385e-07,0.241060525117092,0
2.5350591656964e-07,0.236999661639677,0
2.75611066780302e-07,0.231344141520527,0
4.34452647460299e-07,0.274362021276622,0
8.53898913537251e-07,0.356898441679475,0
1.95871917205721e-05,0.399013080568187,0
6.35619667903466e-05,0.550028971116779,0
6.40934409162401e-05,0.449444245802369,0
0.000101141413963595,0.20654313722076,0
0.000222549357449695,0.202727481003681,0
0.000210021572968652,0.177159008917455,0
0.000200994621771646,0.174003083221743,0
0.000185495666363934,0.1702525173273,0
0.000169438758331465,0.167811151666881,0
0.000143881699422275,0.149021484800369,0
0.000184318278427394,0.167288691293127,0
0.00019433645218274,0.143736547890078,0
0.000158307174625044,0.124150935688155,0
0.000138907011808794,0.154404532537004,0
0.000125194400721601,0.181232195471981,0
0.000115413999059911,0.197958493809523,0
0.000140217076008129,0.233780767795469,0
0.000143763217383051,0.219068079773734,0
0.000142095889290739,0.209697673074918,0
0.000158360317832889,0.209179152330805,0
0.000112563917321253,0.162938532311246,0
0.000117377859205424,0.214215965537102,0
0.000135128809543323,0.268191144824807,0
0.000128244155425164,0.312216635372863,0
0.000137742052310219,0.397206627349805,0
0.000157082799599599,0.444041687738323,0
0.000172391566123495,0.476794132315714,0
0.000173445072134509,0.558727451408611,0
0.000153991588185507,0.58729609544118,0
4.83360465772995e-05,0.468445676462841,0
1.06400171637208e-05,0.300325993262766,0
0.000120393788913487,0.405883808849769,1
0.000322558493758221,0.477465699155255,1
0.000357608176637024,0.406317945397984,1
0.000486683259399569,0.394122934142676,1
0.000493451293993947,0.291727375293219,1
0.00045870633454938,0.253405179124691,1
0.000462721776169437,0.263280744610754,1
0.000466839453979763,0.26666792830797,1
0.000466659093841814,0.266612909535299,1
0.00048683795568203,0.283250033491921,1
0.000488756446011836,0.418921790604105,1
0.000380357418533293,0.43068494051087,1
0.000354873266788645,0.49986258013483,1
0.00015403759161273,0.417249706357793,1
3.98536696676383e-05,0.294944567778392,1
3.18203565822536e-05,0.35379917316332,1
3.07973507115458e-05,0.358527970821214,1
2.97915724873039e-05,0.332400387086444,1
3.30130897653091e-05,0.346276189812157,1
3.21043626391299e-05,0.347020020444187,1
3.09702069338465e-05,0.344996820021268,1
3.82079295212374e-05,0.234009576417233,1
0.000189489906336045,0.35639790151602,1
0.000956200312765837,0.314737885685473,1
0.00283939258025059,0.455872966049679,1
0.00581546500463608,0.647104605642897,1
0.00683257712418197,0.322878232753303,1
0.0101408029055925,0.0800932972713915,1
0.0203269969066288,0.0773626257913448,1
0.0190279524068891,0.0505965430993188,1
0.0247440011216291,0.0208028383814859,1
0.0399129728770802,0.0227937158508216,1
0.0339478932046657,0.0177931093132428,1
0.0297591457653303,0.014851502179185,1
0.0294076109261543,0.0146346320436566,1
0.0311148336508386,0.0155878486491049,1
0.0310336487263433,0.0155185686472865,1
0.032262180944877,0.0203970953812024,1
0.0304895308851531,0.0189313539222503,1
0.0307382389818236,0.0202074469359919,1
0.0262506378615072,0.0404260382188096,1
0.00725739095781638,0.0181027211941684,1
0.00971835616462594,0.0251414146700197,1
0.0149019141972242,0.0360683069123936,1
0.0141681485677519,0.0266204272220213,1
0.0125763332228653,0.0234271059557486,1
0.0133396750331577,0.0212513618722754,1
