Activity,Complexity,Tag
6.38802560071901e-07,0.389789695154153,0
6.42728933135998e-07,0.388159842192037,0
5.73315187793228e-07,0.386379264888416,0
4.65706677662931e-07,0.373065025959218,0
3.13890442852664e-07,0.328212695593561,0
3.65437249140741e-07,0.351533269011233,0
3.62513827086258e-07,0.346604707234802,0
3.57910046801214e-07,0.337677063902577,0
3.51470794976094e-07,0.335490344321693,0
4.33695734716574e-07,0.350821048984317,0
4.75337941348291e-07,0.363618122976817,0
3.82411477660311e-07,0.343573011569453,0
3.72559948760752e-07,0.320111180006782,0
3.57959018597122e-07,0.318162125713247,0
3.69723683558901e-07,0.314834595930333,0
3.88180225777561e-07,0.316826770480005,0
3.7280265039246e-07,0.326396810323435,0
2.32641487273831e-07,0.298307262701003,0
3.19894773353759e-07,0.330542453985322,0
5.16586216264895e-07,0.418522622874808,0
5.00542451867602e-07,0.413394320537068,0
2.66334082859456e-07,0.325876545094898,0
2.69311222875089e-07,0.35553635021154,0
2.28212883633185e-07,0.336725253735174,0
1.13027552163101e-07,0.282631131296811,0
1.00398653657653e-07,0.279246223468658,0
1.47545117561753e-07,0.294152105148759,0
1.88245857597221e-07,0.291995181721625,0
1.97578544341881e-07,0.300071887831325,0
1.12746234005101e-07,0.263366462054386,0
1.39444060697472e-07,0.278122410498161,0
1.62901982407613e-07,0.276262771595277,0
2.07019098478412e-07,0.305490163765406,0
2.00350304843393e-07,0.297770914113548,0
3.99615032254999e-07,0.377332698813617,0
4.83033416819136e-07,0.407351621443658,0
3.84054298038503e-07,0.375300540786821,0
4.27047004416442e-07,0.406508006121326,0
4.25577419069595e-07,0.386326334283855,0
4.74481689991621e-07,0.385987737459581,0
4.43605727742526e-07,0.386028924120512,0
4.28739012325327e-07,0.392182262008576,0
3.30595218627341e-07,0.346835846935955,0
2.97000998103104e-07,0.337052070581934,0
2.44699335806716e-07,0.316345286362022,0
1.52254392156047e-07,0.267631028439417,0
1.56821928997424e-07,0.283774996913138,0
1.55484157603442e-07,0.282848081698772,0
2.38840626284646e-07,0.34189414044243,0
2.19666118705695e-07,0.327128093987754,0
2.28906470962914e-07,0.318721352342705,0
3.17295816414025e-07,0.357782426968622,0
3.32309231484168e-07,0.350861251939979,0
3.59137793455486e-07,0.349177309638674,0
2.67323011108127e-07,0.30519409267766,0
1.68800387129891e-07,0.266348380046806,0
1.69512096181454e-07,0.258120323409248,0
1.88923049083385e-07,0.267022344996171,0
1.71113926950735e-07,0.250047627350453,0
1.96606659141126e-07,0.267451612399262,0
1.87456052553943e-07,0.269580933409666,0
1.33959219555627e-07,0.248348218978473,0
1.23061161220137e-07,0.256175048756776,0
3.76929656805427e-08,0.229611367528886,0
1.94592774934895e-08,0.218286157121618,0
0,0.204600349071038,0
7.86825745914424e-08,0.246498518150381,0
8.36876215742468e-08,0.239903754123426,0
7.31004370621293e-08,0.23662257827556,0
2.67875292154505e-07,0.314927139928405,0
6.21473232098292e-07,0.428519820347934,0
6.22253329076302e-07,0.420409786058716,0
6.0896061464128e-07,0.396036701657043,0
6.08238981789666e-07,0.381927298145316,0
5.96947638943416e-07,0.385590152282564,0
5.47733357137153e-07,0.3683824625003,0
7.48997514524475e-07,0.447182807514132,0
7.54308689165409e-07,0.430574759121347,0
7.70745953808246e-07,0.427784296737483,0
6.76709966127485e-07,0.419390777707182,0
4.28090082095833e-07,0.342358727964275,0
5.01873319748504e-07,0.366046638889337,0
6.0743148649412e-07,0.400546163029738,0
1.29178536747914e-06,0.561878112508837,0
1.46483055221393e-06,0.583087479577787,0
1.46148558439201e-06,0.586318690673006,0
1.60572693947555e-06,0.584478082943519,0
2.10891710434401e-06,0.699922944104756,0
1.96578721486631e-06,0.651046184850913,0
1.88558737754082e-06,0.657851007008232,0
1.85011993188935e-06,0.669893905624303,0
2.06754607633546e-06,0.627291675820056,0
2.39509706142942e-06,0.620947695738893,0
2.10841379509354e-06,0.392732221026975,0
0.000105945146407322,0.392152155278897,0
0.000196295213189108,0.297100129079338,0
0.000196805690659236,0.282086197736364,0
0.000215082068445297,0.301136812753913,0
0.000205009382052472,0.280874353530856,0
0.000189772451939346,0.280326615611452,0
0.000168802617827555,0.271528699694807,0
0.000154094414621384,0.250134617003027,0
0.000136604029629237,0.224836560362619,0
0.000111316685366625,0.204835938493084,0
0.000106971381240677,0.282046255465737,0
9.25807959429516e-05,0.407629089573272,0
0.000109249780454067,0.446819479062992,0
0.000109601600739393,0.360546081440792,0
0.000110310997114075,0.347153540462976,0
0.000145090487192341,0.351384221942327,0
0.000179115015552251,0.300668102215039,0
0.000163355073562327,0.251075052854406,0
0.000159392377664161,0.244356607916843,0
0.000146945697386453,0.234105277213967,0
0.000142392076517301,0.257942865767269,0
0.000155338173974245,0.281906196290492,0
0.000257772600505019,0.345508504501539,0
0.000310187160049761,0.363651331603801,0
0.000298941492571924,0.350110001243396,0
0.000684879326350175,0.0596571686905681,0
0.00377338825177974,0.119442570467394,0
0.00442680758277324,0.122092073999001,0
0.0051446861635327,0.131698589998279,0
0.00719329253457607,0.111707252405904,0
0.00968847705914111,0.0805880813231694,0
0.00872636196531001,0.0655934768672525,0
0.00810511949003992,0.0546902974793807,0
0.00743394085331136,0.0509132803506112,0
0.00523041989491223,0.0355222492025519,0
0.00651099338070654,0.0395385922948162,0
0.0104910133541353,0.0402018134353477,0
0.00963999933364013,0.0341110537916725,0
0.00935676068496439,0.0249691431333179,0
0.0141903897351273,0.0361552564822616,0
0.0153070679567374,0.0429141207655591,0
0.0129829031742784,0.0361297455646862,0
0.0127684900484841,0.0343804241395275,0
0.0118315339444858,0.0276646368243304,0
0.0194166383589479,0.0367156121503279,0
0.0297289995813189,0.0518668269601098,0
0.0297554529753237,0.0447707723489633,0
0.0229668627123492,0.0278748557671459,0
0.0188673050833146,0.0260826418836785,0
0.0230632131217746,0.0295146813757058,0
0.022725519650593,0.0151399341596746,0
0.0287673922324612,0.0205928567334689,0
0.0354106343434628,0.0035773820535107,0
0.051022837227971,0.0048922559501572,0
0.0539005132350094,0.00687448110199896,0
0.0540766551450022,0.00612634337575224,0
0.055874974042478,0.00375844786497479,0
0.0625632702385079,0.0067871322658882,0
0.0620709073278189,0.00537544638356587,0
0.0587592915451506,0.00466421891215221,0
0.056640563988457,0.0068699497651599,0
0.0478007916763613,0.00404313963669968,0
0.0440536243348012,0.0141776932413124,0
0.0219753974743974,0.00563970825101379,0
0.0215982343545866,0.00667960938956511,0
0.0169104094069001,0.0037889005578766,0
0.0157921587102,0.0157190797114549,0
0.0109298532206969,0.00946843073446593,0
0.0108247824454265,0.010717918002704,0
0.010926472989083,0.0104054068956478,0
0.0109148061078535,0.0101577140915397,0
0.0133348812946237,0.0141109473260041,0
0.0127584234395559,0.016547299269655,0
0.0107759879983951,0.0151661560049682,0
0.0112295026957177,0.0194913812483472,0
0.0109460648778851,0.024304680842383,0
0.0153657531221863,0.0184756624893895,0
0.0313998940034774,0.0460205720062087,0
0.0819139001928827,0.0652570055309228,0
0.0988166470025087,0.0537600666871057,0
0.113340016150089,0.0526818451108099,0
0.112592146486011,0.0464414246440348,0
0.0903691128199478,0.0427032643786103,0
0.0829645951913466,0.0308025782731636,0
0.0788057043785446,0.0122288307275582,0
0.0897238193449634,0.0147627092960533,1
0.105016508338467,0.0216013415703271,1
0.12446312146126,0.0244003295661022,1
0.106489885419163,0.0213098201884384,1
0.116198189607551,0.0186957765774476,1
0.18288485813965,0.0345936287062714,1
0.207482804539559,0.0318049943064572,1
0.206732058611972,0.0330145040137285,1
0.197670941540836,0.0308392100343326,1
0.256060099966285,0.0464991198435394,1
0.232054522543683,0.0366799642842635,1
0.207341243068494,0.0280416387480601,1
0.153740537525592,0.0154750418721799,1
0.137622869795622,0.00948018848871992,1
0.143920149733234,0.0147802655961075,1
0.198421986733773,0.0194498869879341,1
0.253007405217177,0.024554064616328,1
0.4971430519955,0.0376274737179704,1
0.452682129620286,0.0266231005662528,1
0.45416113273903,0.0282371806719364,1
0.436029465425066,0.0265370066567802,1
0.43488861436256,0.0282725586854913,1
0.316519868861371,0.0221486377001515,1
0.249063135465709,0.014202306269008,1
0.302665630831751,0.016521457353438,1
0.361896714268135,0.0210662806170183,1
0.367444002438208,0.0201556225931026,1
0.232788076021623,0.0141609130401435,1
0.201694774893019,0.0155853443590044,1
0.200080802674308,0.0143815638063068,1
0.212090354367757,0.0120122162655036,1
0.242947319335612,0.0141936836861937,1
0.233798852505037,0.0102647251017671,1
0.244524850876854,0.0128722352749179,1
0.213422801977831,0.00984842213809336,1
0.185634944290596,0.00525660319904646,1
0.212809782668117,0.0108280985587367,1
0.166376209297479,0.00597651242697476,1
0.165175546215773,0.00649067820197447,1
0.16421747149207,0.00857836337215632,1
0.150132884649775,0.0124646553351597,1
0.180111152419725,0.0172628454648949,1
0.197063042822635,0.0291341484210156,1
0.132268327280128,0.0228323969805765,1
0.141738731052819,0.0318484926448273,1
0.104978713022812,0.0435486339301082,1
0.120270548875855,0.0771323470022341,1
0.122255484910328,0.104228883475117,1
0.0988718893559976,0.096278910786346,1
0.0853292032065468,0.0702363452758884,1
0.0697829491104616,0.0589214796841349,1
0.0960565643130765,0.0761275187566564,1
0.121992997615324,0.0876422593504252,1
0.0937981417900914,0.0887406257809786,1
0.0784193728169206,0.0939049277557921,1
