Media,Varianza,Desviacion,Rms,IEMG,LongitudFO,Estado
-6.33498627744511e-06,0.000155738194307643,0.0124795109803086,0.0124670517669751,4.276611328125,1.011474609375,1
-1.70557322854291e-05,0.000241168803559568,0.0155296105411426,0.0155141135615338,5.602294921875,1.266357421875,1
-0.000366454590818363,0.00507354393595469,0.0712288139446017,0.0711586353910635,28.4619140625,5.9482421875,1
-0.0011510182759481,0.00973696830077561,0.0986760776519599,0.0985842689143586,38.1640625,9.675048828125,1
0.000455144398702595,0.0133106225455355,0.115371671330251,0.115257371100879,46.16064453125,10.968017578125,1
0.00157253851671657,0.0104476606265276,0.102213798611183,0.102123845843608,42.005126953125,9.97509765625,1
0.000231957959081836,0.00842392918497264,0.0917819654669295,0.091690614348238,37.09423828125,9.28173828125,1
-0.00232347804391218,0.0114250172502742,0.106887872325509,0.106806420101254,43.92626953125,10.723876953125,1
0.00013693316492016,0.0150239166490094,0.122572087560788,0.122449775590314,49.817138671875,12.906494140625,1
0.0011417594498503,0.0233896729489286,0.15293682666032,0.152788384995784,62.507080078125,15.294677734375,1
-0.000257297904191617,0.0353073732310426,0.187902563130583,0.187715118289364,74.89892578125,17.24609375,1
0.00151308710703593,0.024454947881356,0.156380778490695,0.156231959095216,58.520751953125,14.01416015625,1
0.000624727108283433,0.00176388162529159,0.0419985907536383,0.0419613058357869,15.35205078125,3.971435546875,1
-0.00273427753867265,0.00525091147898676,0.0724631732605381,0.0724424384695169,28.646240234375,6.619873046875,1
0.000743142621007984,0.00926240027355339,0.0962413646700492,0.0961481393975527,37.465576171875,9.447021484375,1
0.00491789857784431,0.0264837121549481,0.162738170553033,0.162650042054904,65.64501953125,16.526123046875,1
-0.00487599020708583,0.0544742993842104,0.233397299436412,0.233215230052016,92.05517578125,22.408935546875,1
0.00421910086077844,0.0738545641085345,0.271761962217921,0.271523388718155,112.498046875,26.659912109375,1
4.97052769461078e-05,0.0406877142469326,0.201711958611612,0.201510554847775,81.72802734375,19.198974609375,1
-0.00128015453468064,0.0255749054302474,0.159921560242037,0.159767006952157,64.726318359375,15.466796875,1
0.000214414920159681,0.000980154940230166,0.0313074262792419,0.0312769006920741,10.34228515625,2.6787109375,1
0.000142780844560878,0.00309171910818941,0.0556032292964124,0.0555478928361343,19.910400390625,4.87060546875,1
-0.000386434162924152,0.00629377720503512,0.0793333297236106,0.0792550572950801,31.182373046875,7.474365234375,1
-0.000772381019211577,0.0208937783931306,0.144546803469086,0.144404538768974,56.934326171875,15.217529296875,1
0.00592759792914172,0.0603581534478955,0.245678964194934,0.245505222976868,95.45654296875,21.810546875,1
-0.00720629054391218,0.0914370082742916,0.302385529207817,0.302169538337575,118.4794921875,26.985595703125,1
-0.00141465116641717,0.0447752990513267,0.211601746333358,0.211395194919032,83.333251953125,20.596923828125,1
0.00845330822729541,0.0307140764538162,0.175254319358514,0.175283283093334,72.032958984375,16.999267578125,1
-0.00283466270583832,0.0101822699429746,0.100907234344098,0.100846325483523,30.855712890625,7.373291015625,1
0.000329906593063872,0.00857220461030682,0.0925862009713479,0.0924943417719378,29.948486328125,7.070556640625,1
-0.00151796017340319,0.00878321901386132,0.0937188295587462,0.0936375557224354,34.752685546875,7.211669921875,1
-0.00186199865893214,0.0114730268957134,0.107112216370092,0.107021463648347,41.098388671875,11.448974609375,1
0.00206081976671657,0.042092138947603,0.205163688179958,0.204969192027264,77.415283203125,19.821533203125,1
-0.00179913610279441,0.0491273201330455,0.221646836505838,0.221432830674546,93.2919921875,22.715087890625,1
0.00164368528567864,0.0653502996158219,0.255637046641957,0.255387081892073,101.486572265625,24.481201171875,1
0.0033794715256986,0.047323117320885,0.217538771994523,0.217347833733571,86.228759765625,20.21875,1
-0.000112080526447106,0.0461438837541553,0.214811274737048,0.214596814412079,79.021484375,17.652587890625,1
-0.000912725330588822,0.000538478701890348,0.023205143867047,0.0231999345178223,7.552978515625,1.73583984375,1
0.000117928206087824,0.00454968370268207,0.0674513432237051,0.0673840960817053,24.02490234375,5.8125,1
0.000399591442115768,0.00718859337380308,0.084785572910744,0.0847018568707654,32.29638671875,8.369384765625,1
-0.000741193394461078,0.0417034944717042,0.204214334638155,0.204011772531451,74.860595703125,18.23828125,1
0.00182155220808383,0.0530825691808484,0.230396547675629,0.230173703974623,87.6748046875,20.05615234375,1
-0.000136445858283433,0.0513548588172166,0.226616104496606,0.226389868868885,94.3447265625,21.686767578125,1
0.00035134808507984,0.0795131994954602,0.281980849519006,0.281699510045559,114.394775390625,24.8544921875,1
-0.00608109951971058,0.0689195461006697,0.262525324684438,0.262333684279708,101.261474609375,21.023193359375,1
